timestamp,batch_tokens
2026-06-09T06:43:55.054000,208
2026-06-09T06:43:55.219000,219
2026-06-09T06:43:55.380000,221
2026-06-09T06:43:55.553000,223
2026-06-09T06:43:55.733000,225
2026-06-09T06:43:55.898000,235
2026-06-09T06:43:56.076000,239
2026-06-09T06:43:56.253000,247
2026-06-09T06:43:56.434000,249
2026-06-09T06:43:56.613000,253
2026-06-09T06:43:56.782000,197
2026-06-09T06:43:56.947000,201
2026-06-09T06:43:57.116000,203
2026-06-09T06:43:57.279000,206
2026-06-09T06:43:57.446000,206
2026-06-09T06:43:57.609000,214
2026-06-09T06:43:57.770000,215
2026-06-09T06:43:57.935000,218
2026-06-09T06:43:58.105000,221
2026-06-09T06:43:58.274000,222
2026-06-09T06:43:58.438000,229
2026-06-09T06:43:58.609000,230
2026-06-09T06:43:58.778000,236
2026-06-09T06:43:58.956000,241
2026-06-09T06:43:59.139000,242
2026-06-09T06:43:59.312000,242
2026-06-09T06:43:59.483000,248
2026-06-09T06:43:59.629000,171
2026-06-09T06:43:59.779000,171
2026-06-09T06:43:59.931000,174
2026-06-09T06:44:00.093000,175
2026-06-09T06:44:00.246000,177
2026-06-09T06:44:00.393000,177
2026-06-09T06:44:00.538000,180
2026-06-09T06:44:00.690000,181
2026-06-09T06:44:00.840000,182
2026-06-09T06:44:00.986000,183
2026-06-09T06:44:01.139000,185
2026-06-09T06:44:01.293000,191
2026-06-09T06:44:01.462000,195
2026-06-09T06:44:01.631000,197
2026-06-09T06:44:01.801000,201
2026-06-09T06:44:01.968000,202
2026-06-09T06:44:02.137000,204
2026-06-09T06:44:02.314000,206
2026-06-09T06:44:02.475000,211
2026-06-09T06:44:02.628000,212
2026-06-09T06:44:02.788000,215
2026-06-09T06:44:02.952000,215
2026-06-09T06:44:03.121000,217
2026-06-09T06:44:03.292000,217
2026-06-09T06:44:03.462000,220
2026-06-09T06:44:03.641000,225
2026-06-09T06:44:03.811000,227
2026-06-09T06:44:03.986000,230
2026-06-09T06:44:04.159000,232
2026-06-09T06:44:04.327000,235
2026-06-09T06:44:04.490000,237
2026-06-09T06:44:04.661000,241
2026-06-09T06:44:04.842000,246
2026-06-09T06:44:05.017000,248
2026-06-09T06:44:05.194000,249
2026-06-09T06:44:05.385000,253
2026-06-09T06:44:05.561000,255
2026-06-09T06:44:05.735000,255
2026-06-09T06:44:05.874000,128
2026-06-09T06:44:06.022000,130
2026-06-09T06:44:06.167000,130
2026-06-09T06:44:06.317000,131
2026-06-09T06:44:06.466000,134
2026-06-09T06:44:06.614000,134
2026-06-09T06:44:06.764000,135
2026-06-09T06:44:06.908000,135
2026-06-09T06:44:07.054000,136
2026-06-09T06:44:07.197000,136
2026-06-09T06:44:07.345000,136
2026-06-09T06:44:07.493000,136
2026-06-09T06:44:07.641000,137
2026-06-09T06:44:07.785000,137
2026-06-09T06:44:07.946000,138
2026-06-09T06:44:08.090000,139
2026-06-09T06:44:08.239000,140
2026-06-09T06:44:08.384000,141
2026-06-09T06:44:08.531000,142
2026-06-09T06:44:08.673000,142
2026-06-09T06:44:08.818000,142
2026-06-09T06:44:08.963000,143
2026-06-09T06:44:09.107000,145
2026-06-09T06:44:09.251000,145
2026-06-09T06:44:09.401000,145
2026-06-09T06:44:09.545000,147
2026-06-09T06:44:09.686000,149
2026-06-09T06:44:09.831000,150
2026-06-09T06:44:09.975000,151
2026-06-09T06:44:10.122000,152
2026-06-09T06:44:10.270000,153
2026-06-09T06:44:10.428000,153
2026-06-09T06:44:10.571000,158
2026-06-09T06:44:10.717000,160
2026-06-09T06:44:10.864000,161
2026-06-09T06:44:11.008000,161
2026-06-09T06:44:11.156000,163
2026-06-09T06:44:11.308000,164
2026-06-09T06:44:11.466000,165
2026-06-09T06:44:11.618000,165
2026-06-09T06:44:11.775000,166
2026-06-09T06:44:11.929000,168
2026-06-09T06:44:12.081000,172
2026-06-09T06:44:12.229000,174
2026-06-09T06:44:12.386000,178
2026-06-09T06:44:12.535000,182
2026-06-09T06:44:12.685000,185
2026-06-09T06:44:12.832000,186
2026-06-09T06:44:12.991000,189
2026-06-09T06:44:13.140000,190
2026-06-09T06:44:13.302000,190
2026-06-09T06:44:13.475000,247
2026-06-09T06:44:13.640000,223
2026-06-09T06:44:13.822000,234
2026-06-09T06:44:14.004000,247
2026-06-09T06:44:14.163000,208
2026-06-09T06:44:14.321000,211
2026-06-09T06:44:14.484000,219
2026-06-09T06:44:14.644000,221
2026-06-09T06:44:14.811000,223
2026-06-09T06:44:14.982000,225
2026-06-09T06:44:15.158000,235
2026-06-09T06:44:15.328000,239
2026-06-09T06:44:15.500000,242
2026-06-09T06:44:15.673000,249
2026-06-09T06:44:15.884000,253
2026-06-09T06:44:16.047000,194
2026-06-09T06:44:16.209000,197
2026-06-09T06:44:16.379000,201
2026-06-09T06:44:16.546000,206
2026-06-09T06:44:16.713000,206
2026-06-09T06:44:16.876000,211
2026-06-09T06:44:17.037000,214
2026-06-09T06:44:17.199000,215
