idx,t_rel_s,latency_s,status,ttft_s
526,112.0007,0.0720,ok,0.0204
527,112.1451,0.0564,ok,0.0107
528,112.2868,0.0858,ok,0.0450
529,112.4299,0.1066,ok,0.0110
530,112.5717,0.0687,ok,0.0121
531,112.7147,0.0687,ok,0.0112
532,112.8577,0.0865,ok,0.0101
533,113.1436,0.0695,ok,0.0270
534,113.2864,0.1420,ok,0.0339
535,113.4296,0.1412,ok,0.0102
536,113.5720,0.0956,ok,0.0111
537,113.7149,0.1088,ok,0.0110
538,113.8579,0.1091,ok,0.0112
539,114.0003,0.0998,ok,0.0140
540,114.2865,0.0821,ok,0.0116
541,114.4299,0.1303,ok,0.0117
542,114.5714,0.0863,ok,0.0115
543,114.7148,0.0551,ok,0.0114
544,114.8581,0.0685,ok,0.0156
545,115.0009,0.1211,ok,0.0141
546,115.1433,0.0752,ok,0.0109
547,115.2868,0.1027,ok,0.0107
548,115.4298,0.1087,ok,0.0107
549,115.5716,0.0965,ok,0.0133
550,115.7144,0.0821,ok,0.0106
551,115.8577,0.0727,ok,0.0216
552,116.0008,0.1065,ok,0.0138
553,116.1446,0.1027,ok,0.0109
554,116.4297,0.1033,ok,0.0116
555,116.5713,0.0514,ok,0.0114
556,116.7149,0.0786,ok,0.0110
557,116.8578,0.0490,ok,0.0102
558,117.1452,0.0941,ok,0.0117
559,117.2866,0.1039,ok,0.0113
560,117.4298,0.1469,ok,0.0116
561,117.7150,0.0668,ok,0.0112
562,117.8581,0.0776,ok,0.0128
563,118.0011,0.1010,ok,0.0374
564,118.2866,0.0611,ok,0.0114
565,118.5722,0.0759,ok,0.0114
566,118.7144,0.0934,ok,0.0214
567,119.0012,0.0664,ok,0.0112
568,119.1439,0.0775,ok,0.0231
569,119.5731,0.1079,ok,0.0314
570,119.7142,0.0965,ok,0.0105
571,119.8579,0.0863,ok,0.0107
572,120.1437,0.0991,ok,0.0128
573,120.2871,0.1144,ok,0.0114
574,120.4298,0.0909,ok,0.0110
575,120.5719,0.0846,ok,0.0118
576,120.8579,0.0864,ok,0.0115
577,121.0006,0.0844,ok,0.0141
578,121.1433,0.1053,ok,0.0109
579,121.2869,0.1178,ok,0.0107
580,121.5722,0.0956,ok,0.0119
581,121.7142,0.0484,ok,0.0112
582,121.8579,0.1061,ok,0.0112
583,122.0013,0.0949,ok,0.0119
584,122.1434,0.1214,ok,0.0110
585,122.2871,0.1135,ok,0.0108
586,122.4298,0.0844,ok,0.0251
587,122.5714,0.0845,ok,0.0124
588,122.7142,0.0823,ok,0.0106
589,122.8578,0.0826,ok,0.0109
590,123.0006,0.0421,ok,0.0123
591,123.1440,0.0692,ok,0.0103
592,123.2864,0.0332,ok,0.0095
593,123.4298,0.0791,ok,0.0127
594,123.5712,0.1019,ok,0.0238
595,123.7144,0.1098,ok,0.0314
596,123.8573,0.0887,ok,0.0107
597,124.0003,0.0570,ok,0.0138
598,124.1437,0.0486,ok,0.0110
599,124.2865,0.0847,ok,0.0108
600,124.4295,0.1129,ok,0.0110
601,124.5717,0.1014,ok,0.0115
602,125.1438,0.0986,ok,0.0115
